transaction_id,account_id,branch_id,date_id,transaction_type,payment_mode,amount
901321,5016,10,301,Debit,IMPS,21626
901322,5004,3,257,Credit,IMPS,149078
901323,5057,8,224,Debit,ATM,92530
901324,5089,10,285,Credit,NEFT,101491
901325,5069,2,45,Debit,Cash,131041
901326,5098,8,255,Debit,ATM,168586
901327,5067,8,354,Debit,ATM,14187
901328,5087,5,198,Debit,Salary,134688
901329,5071,9,301,Debit,IMPS,22678
901330,5055,5,93,Debit,Cash,84346
901331,5012,8,38,Debit,NEFT,77578
901332,5035,1,206,Credit,IMPS,137115
901333,5072,6,38,Debit,Card,10387
901334,5024,2,135,Debit,ATM,21828
901335,5084,7,31,Credit,NEFT,137401
901336,5023,5,7,Debit,Salary,112060
901337,5015,3,328,Credit,NEFT,100029
901338,5059,10,77,Debit,Salary,164721
901339,5002,4,268,Debit,UPI,29412
901340,5066,4,233,Credit,UPI,182121
901341,5066,4,207,Debit,Cash,65465
901342,5018,4,158,Debit,UPI,161765
901343,5041,2,182,Debit,NEFT,79014
901344,5057,4,156,Debit,IMPS,123767
901345,5028,2,66,Debit,Card,62767
901346,5018,5,350,Credit,ATM,172268
901347,5051,4,220,Credit,ATM,15531
901348,5040,5,134,Credit,ATM,2689
901349,5018,8,92,Credit,Cash,112250
901350,5071,2,120,Credit,Cash,25870
901351,5076,10,228,Credit,UPI,35458
901352,5079,1,314,Debit,Salary,162284
901353,5060,10,82,Debit,ATM,131541
901354,5091,8,243,Debit,UPI,50583
901355,5093,9,242,Debit,Cash,167539
901356,5034,10,162,Debit,UPI,89715
901357,5098,1,137,Debit,NEFT,61612
901358,5060,7,280,Credit,NEFT,7956
901359,5077,4,166,Credit,Salary,167165
901360,5002,2,113,Debit,Card,83670
901361,5008,10,318,Credit,ATM,24586
901362,5047,9,110,Debit,ATM,152916
901363,5090,7,72,Debit,NEFT,127961
901364,5077,1,108,Credit,Cash,23073
901365,5007,4,174,Credit,NEFT,62556
901366,5087,2,147,Credit,NEFT,159316
901367,5069,8,131,Debit,NEFT,105640
901368,5002,3,259,Debit,UPI,158046
901369,5057,6,124,Debit,Cash,90423
901370,5025,6,168,Debit,Card,66472
901371,5083,9,82,Credit,Salary,28973
901372,5002,9,275,Credit,NEFT,146992
901373,5036,9,86,Credit,Card,29744
901374,5040,7,117,Credit,IMPS,123466
901375,5021,4,172,Debit,Salary,41183
901376,5080,1,39,Credit,UPI,176647
901377,5013,8,199,Debit,Cash,18446
901378,5037,7,332,Debit,IMPS,36397
901379,5073,5,309,Debit,Salary,130224
901380,5083,5,8,Debit,Card,103311
901381,5087,6,254,Credit,Salary,24761
901382,5069,2,235,Debit,UPI,131087
901383,5082,6,267,Credit,Cash,188147
901384,5002,8,271,Credit,IMPS,111445
901385,5022,8,208,Credit,ATM,16698
901386,5091,2,331,Credit,NEFT,101369
901387,5024,10,186,Credit,UPI,156730
901388,5034,2,254,Credit,Salary,47101
901389,5031,2,319,Debit,IMPS,72758
901390,5005,2,17,Debit,Card,35355
901391,5098,1,281,Debit,UPI,115177
901392,5077,3,143,Debit,Card,67949
901393,5073,7,1,Debit,IMPS,20474
901394,5018,7,77,Credit,Salary,15033
901395,5054,2,169,Credit,Card,48243
901396,5073,3,162,Debit,IMPS,65885
901397,5075,3,66,Debit,Cash,186193
901398,5013,3,141,Credit,IMPS,8780
901399,5025,6,161,Credit,ATM,11389
901400,5088,1,86,Debit,Salary,26932
901401,5077,6,203,Credit,ATM,41555
901402,5010,3,1,Debit,UPI,191696
901403,5055,8,229,Credit,NEFT,129860
901404,5073,10,179,Credit,Card,140155
901405,5095,10,270,Debit,NEFT,90858
901406,5091,9,323,Debit,Cash,155573
901407,5018,1,267,Credit,NEFT,28582
901408,5012,8,206,Credit,UPI,71597
901409,5034,9,157,Credit,NEFT,158501
901410,5015,6,70,Credit,Card,87683
901411,5014,6,79,Debit,IMPS,174370
901412,5017,2,244,Credit,IMPS,131886
901413,5082,2,155,Credit,Cash,95213
901414,5044,4,353,Debit,UPI,10016
901415,5042,5,4,Credit,Cash,112574
901416,5091,8,188,Debit,Salary,171252
901417,5028,2,56,Debit,NEFT,148893
901418,5048,2,267,Debit,ATM,28038
901419,5044,9,76,Credit,NEFT,29344
901420,5064,3,195,Credit,Card,24038
901421,5029,7,143,Credit,Salary,105764
901422,5098,4,5,Credit,Card,60905
901423,5010,1,279,Debit,NEFT,176145
901424,5090,2,117,Debit,Card,188629
901425,5053,9,142,Debit,IMPS,85552
901426,5084,2,361,Debit,NEFT,151565
901427,5074,9,27,Debit,NEFT,3052
901428,5078,2,353,Credit,ATM,108924
901429,5023,9,169,Credit,Cash,14285
901430,5001,6,78,Debit,Card,196182
901431,5070,8,191,Debit,Card,103754
901432,5024,5,242,Debit,IMPS,76025
901433,5092,10,115,Credit,ATM,68470
901434,5069,6,19,Debit,ATM,108667
901435,5095,10,320,Debit,UPI,26586
901436,5081,2,192,Debit,IMPS,167658
901437,5011,3,151,Debit,NEFT,119073
901438,5057,6,358,Debit,IMPS,133233
901439,5058,5,62,Credit,Card,116309
901440,5020,6,303,Debit,Card,185729
901441,5078,3,247,Debit,UPI,74382
901442,5056,7,211,Credit,UPI,86220
901443,5078,7,168,Credit,NEFT,78075
901444,5011,4,251,Credit,ATM,61250
901445,5024,3,135,Credit,Card,165167
901446,5010,4,41,Credit,Card,190340
901447,5094,1,233,Credit,Card,119393
901448,5045,7,53,Credit,Salary,37079
901449,5052,2,190,Credit,NEFT,89775
901450,5080,10,169,Credit,IMPS,149715
901451,5021,8,235,Credit,Cash,88040
901452,5020,1,330,Credit,UPI,30198
901453,5055,10,174,Debit,ATM,156413
901454,5013,7,132,Credit,Card,122193
901455,5032,7,195,Credit,NEFT,130310
901456,5058,3,114,Credit,Card,162942
901457,5089,9,130,Credit,Card,65340
901458,5046,3,126,Debit,IMPS,123924
901459,5008,7,104,Debit,Cash,136246
901460,5099,5,96,Credit,UPI,164158
901461,5079,2,306,Debit,IMPS,88593
901462,5041,10,279,Debit,UPI,192190
901463,5046,5,208,Credit,IMPS,30706
901464,5023,6,350,Credit,UPI,143721
901465,5030,8,295,Credit,IMPS,131610
901466,5051,1,150,Credit,Salary,73740
901467,5035,1,83,Credit,UPI,182297
901468,5025,2,126,Credit,Cash,117704
901469,5069,5,9,Debit,IMPS,20942
901470,5100,4,23,Credit,Card,166504
901471,5092,1,361,Credit,Cash,178279
901472,5081,3,352,Debit,IMPS,63121
901473,5052,9,138,Debit,ATM,179145
901474,5017,5,32,Debit,IMPS,157210
901475,5075,4,353,Debit,NEFT,166345
901476,5067,7,171,Credit,UPI,19481
901477,5052,1,88,Debit,Salary,179256
901478,5053,1,222,Credit,NEFT,165672
901479,5066,9,342,Credit,Cash,159053
901480,5054,5,205,Credit,IMPS,35891
901481,5049,8,82,Debit,UPI,182971
901482,5052,10,16,Credit,IMPS,150444
901483,5055,5,60,Credit,Salary,19627
901484,5070,3,310,Credit,Cash,80756
901485,5087,2,48,Credit,NEFT,172022
901486,5007,10,332,Debit,IMPS,181927
901487,5098,4,293,Debit,Salary,50997
901488,5069,10,139,Debit,Card,114674
901489,5045,2,75,Credit,Card,174107
901490,5093,8,135,Credit,IMPS,74190
901491,5029,3,159,Debit,IMPS,72028
901492,5004,3,3,Debit,Card,77357
901493,5054,3,10,Debit,Salary,134074
901494,5043,7,189,Credit,Cash,53804
901495,5060,10,12,Debit,NEFT,78476
901496,5031,1,311,Debit,Card,123419
901497,5061,7,106,Debit,IMPS,49480
901498,5075,2,356,Debit,NEFT,136441
901499,5100,5,81,Debit,ATM,111495
901500,5080,4,308,Debit,NEFT,74571
901501,5067,9,50,Debit,NEFT,168247
901502,5011,1,294,Credit,Cash,126610
901503,5023,8,54,Credit,IMPS,175601
901504,5040,7,237,Debit,NEFT,158198
901505,5048,10,137,Credit,Cash,109160
901506,5060,4,79,Credit,IMPS,116606
901507,5069,7,331,Debit,NEFT,143905
901508,5048,8,154,Debit,Salary,120627
901509,5010,8,286,Debit,Salary,21805
901510,5045,4,150,Debit,UPI,33106
901511,5024,5,228,Credit,IMPS,187152
901512,5083,5,224,Credit,Card,29616
901513,5061,8,19,Credit,Cash,141312
901514,5023,2,270,Debit,Cash,101475
901515,5082,7,63,Credit,ATM,95105
901516,5043,5,19,Debit,Card,161866
901517,5039,7,139,Credit,Card,123816
901518,5047,5,179,Credit,Card,184138
901519,5081,1,278,Credit,NEFT,172310
901520,5074,9,255,Credit,Card,162945
901521,5057,1,140,Credit,Cash,75063
901522,5008,7,298,Credit,ATM,198472
901523,5079,1,11,Debit,Cash,41494
901524,5058,7,51,Debit,Salary,54344
901525,5007,9,136,Credit,Cash,88461
901526,5044,1,133,Debit,NEFT,60306
901527,5096,5,347,Debit,Card,78803
901528,5012,2,324,Debit,Card,8426
901529,5065,5,42,Credit,IMPS,56045
901530,5060,3,268,Credit,ATM,93654
901531,5054,2,276,Credit,UPI,114453
901532,5042,7,242,Credit,ATM,38095
901533,5083,1,160,Credit,ATM,176557
901534,5046,2,232,Credit,NEFT,105893
901535,5069,2,319,Debit,Cash,19397
901536,5068,8,176,Debit,ATM,79553
901537,5060,5,316,Debit,Salary,40651
901538,5017,7,27,Credit,Card,164444
901539,5081,2,132,Debit,UPI,101929
901540,5090,2,187,Debit,Salary,153800
901541,5079,10,297,Credit,UPI,27805
901542,5077,4,330,Debit,Salary,135078
901543,5062,7,17,Debit,ATM,79931
901544,5011,5,303,Credit,Salary,62781
901545,5071,6,110,Debit,Card,154107
901546,5060,2,263,Debit,NEFT,15350
901547,5011,10,259,Credit,Cash,20548
901548,5086,6,45,Credit,NEFT,117194
901549,5006,3,197,Debit,Card,161441
901550,5041,3,103,Debit,UPI,150961
901551,5031,9,154,Credit,Salary,103996
901552,5022,8,278,Credit,IMPS,159430
901553,5044,9,64,Debit,Cash,36044
901554,5092,2,255,Debit,IMPS,74300
901555,5062,10,84,Debit,Card,93202
901556,5053,9,279,Credit,UPI,110453
901557,5094,2,101,Debit,ATM,74218
901558,5060,7,146,Credit,Card,190348
901559,5018,1,56,Debit,Card,12121
901560,5077,2,172,Credit,Salary,104251
901561,5100,4,3,Credit,ATM,184175
901562,5055,1,282,Debit,Salary,40410
901563,5075,8,9,Debit,Card,127840
901564,5013,7,208,Credit,IMPS,65442
901565,5010,2,303,Credit,ATM,190841
901566,5055,2,221,Debit,Card,21302
901567,5078,2,86,Credit,NEFT,4164
901568,5016,1,109,Credit,ATM,133574
901569,5055,10,274,Debit,Salary,85262
901570,5090,7,354,Debit,UPI,1766
901571,5078,10,14,Debit,UPI,162216
901572,5091,7,145,Debit,UPI,17530
901573,5069,9,157,Credit,Salary,85733
901574,5006,6,89,Debit,Cash,183369
901575,5080,2,162,Debit,Cash,196858
901576,5005,6,349,Debit,Card,30773
901577,5008,9,55,Debit,UPI,148179
901578,5059,8,236,Credit,IMPS,45912
901579,5057,4,113,Credit,Cash,130334
901580,5084,4,223,Debit,NEFT,198153
901581,5033,7,63,Debit,NEFT,185867
901582,5092,1,173,Debit,UPI,187180
901583,5067,3,14,Debit,NEFT,78645
901584,5086,5,6,Credit,NEFT,91546
901585,5099,3,319,Debit,NEFT,12914
901586,5023,4,47,Debit,Cash,138625
901587,5014,5,106,Credit,NEFT,74344
901588,5008,2,209,Debit,UPI,143124
901589,5052,10,32,Debit,Salary,142066
901590,5048,9,194,Credit,Card,36711
901591,5003,3,25,Debit,UPI,139186
901592,5053,4,245,Debit,Cash,37993
901593,5098,10,343,Credit,Cash,134428
901594,5042,7,45,Credit,Card,142184
901595,5075,4,13,Credit,Card,15614
901596,5063,9,242,Debit,Cash,177979
901597,5003,6,41,Credit,Salary,90220
901598,5016,7,37,Debit,Card,161360
901599,5074,8,327,Debit,Cash,107229
901600,5057,10,333,Debit,UPI,188370
901601,5006,1,205,Debit,ATM,67261
901602,5038,9,152,Credit,NEFT,105639
901603,5029,2,353,Credit,Cash,188980
901604,5087,2,218,Debit,Card,118035
901605,5011,9,202,Debit,Card,80755
901606,5022,10,188,Debit,Cash,182882
901607,5053,2,160,Debit,UPI,132210
901608,5015,3,256,Credit,NEFT,64808
901609,5037,1,3,Credit,UPI,136920
901610,5014,10,339,Debit,Salary,199661
901611,5086,5,346,Debit,NEFT,91666
901612,5032,10,15,Credit,Salary,192960
901613,5079,4,195,Credit,ATM,176646
901614,5098,5,320,Debit,UPI,97394
901615,5006,1,54,Debit,Salary,44435
901616,5067,5,327,Debit,Cash,24177
901617,5078,7,251,Debit,IMPS,106581
901618,5083,9,245,Credit,Salary,26106
901619,5081,7,127,Debit,IMPS,164545
901620,5019,9,55,Credit,Card,100678
901621,5057,2,220,Debit,UPI,10274
901622,5069,10,149,Credit,ATM,40964
901623,5084,8,93,Credit,NEFT,25286
901624,5015,8,252,Credit,UPI,53609
901625,5051,3,225,Debit,ATM,109035
901626,5079,10,270,Debit,Cash,140369
901627,5027,1,44,Debit,Salary,100408
901628,5079,4,111,Credit,ATM,163028
901629,5087,9,62,Credit,UPI,7862
901630,5045,2,320,Debit,Salary,131821
901631,5011,3,215,Debit,Salary,167770
901632,5035,9,179,Debit,UPI,7177
901633,5059,10,235,Credit,ATM,96134
901634,5087,9,186,Credit,Card,183863
901635,5051,8,132,Credit,IMPS,19108
901636,5035,1,56,Credit,NEFT,196722
901637,5046,9,183,Credit,Salary,58623
901638,5099,8,131,Credit,Salary,143263
901639,5089,4,16,Debit,UPI,5218
901640,5027,6,142,Debit,Card,188937
901641,5050,5,286,Debit,UPI,56982
901642,5065,9,361,Debit,UPI,5068
901643,5002,9,179,Credit,IMPS,134968
901644,5080,6,234,Credit,Cash,133755
901645,5056,10,263,Credit,ATM,45354
901646,5017,4,345,Credit,UPI,102814
901647,5061,5,233,Credit,UPI,128737
901648,5094,3,347,Debit,Card,132220
901649,5036,7,306,Credit,Card,99319
901650,5063,4,278,Debit,Cash,195748
901651,5023,6,356,Debit,UPI,34254
901652,5065,1,178,Debit,IMPS,24006
901653,5071,3,354,Debit,UPI,17064
901654,5041,5,250,Credit,IMPS,190731
901655,5038,10,123,Credit,IMPS,145098
901656,5012,5,207,Debit,Card,153267
901657,5006,10,151,Credit,ATM,139572
901658,5077,5,38,Credit,ATM,175991
901659,5035,5,179,Credit,UPI,119736
901660,5081,3,70,Credit,Cash,1031
901661,5008,3,46,Debit,ATM,64134
901662,5009,7,282,Credit,Salary,193415
901663,5059,3,123,Debit,UPI,184538
901664,5013,8,201,Debit,ATM,83814
901665,5079,1,212,Debit,NEFT,96680
901666,5065,8,88,Debit,NEFT,124562
901667,5016,8,254,Debit,Salary,163388
901668,5055,7,216,Credit,Salary,115496
901669,5020,3,357,Debit,Salary,51225
901670,5027,7,70,Credit,NEFT,48299
901671,5006,5,72,Debit,Salary,122426
901672,5019,10,51,Debit,NEFT,114929
901673,5037,9,203,Credit,UPI,104955
901674,5055,10,9,Credit,NEFT,163881
901675,5096,1,305,Debit,ATM,42139
901676,5097,10,168,Credit,Card,117821
901677,5085,1,268,Credit,NEFT,67221
901678,5053,6,264,Credit,Card,154394
901679,5023,9,342,Debit,IMPS,166777
901680,5056,5,203,Credit,Cash,123076
901681,5027,1,51,Debit,UPI,117642
901682,5029,10,340,Credit,IMPS,13570
901683,5037,6,33,Credit,IMPS,156463
901684,5074,2,305,Debit,ATM,94741
901685,5087,6,307,Debit,Card,171150
901686,5084,8,198,Debit,Card,139671
901687,5010,10,343,Debit,UPI,175041
901688,5042,8,110,Debit,Card,164635
901689,5018,5,158,Debit,Salary,133619
901690,5020,5,152,Debit,Cash,148973
901691,5024,2,281,Debit,NEFT,65147
901692,5016,5,106,Credit,Card,27519
901693,5061,8,302,Credit,IMPS,113769
901694,5063,8,108,Debit,Salary,5652
901695,5006,3,58,Debit,ATM,54606
901696,5054,5,219,Credit,Salary,80089
901697,5076,5,168,Credit,Card,105331
901698,5022,4,21,Credit,IMPS,153559
901699,5100,5,346,Credit,ATM,112536
901700,5087,9,216,Credit,UPI,188282
901701,5091,3,366,Credit,Card,65276
901702,5068,3,75,Credit,UPI,159414
901703,5079,3,48,Credit,ATM,46732
901704,5006,5,9,Debit,NEFT,74875
901705,5074,1,17,Debit,IMPS,181903
901706,5010,4,339,Credit,NEFT,138639
901707,5070,3,100,Debit,Card,45244
901708,5020,8,228,Debit,Cash,195398
901709,5074,2,167,Debit,Card,32834
901710,5015,6,166,Debit,NEFT,15223
901711,5001,5,35,Debit,IMPS,69033
901712,5066,10,238,Debit,NEFT,105338
901713,5021,8,223,Credit,UPI,169524
901714,5073,3,62,Debit,UPI,34899
901715,5073,6,103,Debit,Card,137959
901716,5089,2,346,Credit,Salary,94891
901717,5071,7,238,Debit,Salary,105795
901718,5050,6,152,Debit,Card,194186
901719,5010,4,221,Debit,Salary,111047
901720,5038,10,82,Debit,IMPS,144953
901721,5020,2,64,Credit,NEFT,11510
901722,5098,4,356,Debit,Cash,37033
901723,5068,9,200,Credit,ATM,81906
901724,5051,9,58,Credit,Salary,198379
901725,5082,10,75,Debit,NEFT,84942
901726,5030,3,232,Debit,Salary,74472
901727,5005,6,70,Debit,NEFT,114538
901728,5046,3,212,Credit,Cash,72373
901729,5086,9,58,Debit,Salary,106064
901730,5014,8,163,Debit,NEFT,144484
901731,5072,6,333,Credit,NEFT,29921
901732,5019,1,2,Credit,Cash,188890
901733,5010,1,301,Credit,UPI,186783
901734,5027,7,86,Credit,Salary,3411
901735,5021,3,357,Credit,IMPS,56900
901736,5028,7,150,Credit,NEFT,41133
901737,5028,5,214,Credit,UPI,56316
901738,5081,8,238,Credit,Cash,72846
901739,5044,10,157,Credit,UPI,193140
901740,5070,6,155,Debit,Salary,85072
901741,5046,5,336,Credit,UPI,136879
901742,5083,7,352,Credit,Salary,27128
901743,5099,3,11,Debit,Salary,125580
901744,5004,3,321,Debit,Card,20928
901745,5006,8,306,Credit,Salary,135097
901746,5079,3,286,Debit,UPI,24371
901747,5022,7,197,Debit,Salary,163887
901748,5033,10,156,Debit,Card,68955
901749,5006,7,240,Credit,Card,35231
901750,5039,2,216,Debit,Cash,100335
901751,5071,10,78,Credit,IMPS,11091
901752,5047,3,56,Debit,ATM,57056
901753,5011,10,204,Credit,Card,192755
901754,5005,6,187,Credit,Salary,49918
901755,5073,5,75,Credit,NEFT,99670
901756,5043,1,108,Debit,UPI,137462
901757,5099,1,202,Credit,UPI,67956
901758,5064,2,357,Debit,NEFT,105645
901759,5041,10,13,Debit,Card,138048
901760,5013,8,47,Credit,Card,184208
901761,5077,7,294,Credit,Cash,113232
901762,5022,5,97,Credit,Cash,89492
901763,5040,7,38,Debit,UPI,133375
901764,5010,2,2,Credit,Salary,116811
901765,5091,4,287,Debit,Card,135116
901766,5007,9,156,Credit,Card,36419
901767,5059,9,339,Debit,Salary,143761
901768,5038,9,189,Debit,NEFT,124355
901769,5022,10,36,Credit,Salary,61889
901770,5068,4,294,Debit,Cash,20530
901771,5077,9,79,Debit,Salary,12223
901772,5017,7,304,Credit,IMPS,134651
901773,5021,8,336,Credit,UPI,52049
901774,5065,1,92,Credit,UPI,188884
901775,5010,8,307,Credit,Card,24818
901776,5062,10,270,Credit,UPI,165616
901777,5015,5,40,Debit,Salary,98540
901778,5049,5,137,Credit,UPI,178604
901779,5071,2,329,Debit,ATM,51262
901780,5036,5,318,Debit,NEFT,134785
901781,5082,3,87,Credit,Salary,140808
901782,5090,7,222,Credit,NEFT,165727
901783,5018,8,206,Credit,IMPS,41182
901784,5003,9,200,Credit,UPI,87282
901785,5089,9,160,Debit,Salary,181856
901786,5042,9,184,Debit,UPI,54739
901787,5091,2,68,Debit,Salary,62426
901788,5087,10,334,Debit,Card,69879
901789,5073,1,248,Debit,Salary,25075
901790,5066,7,253,Debit,UPI,74076
901791,5020,4,265,Debit,ATM,83975
901792,5033,10,183,Debit,Salary,109807
901793,5082,1,363,Credit,NEFT,62559
901794,5044,2,27,Credit,ATM,174896
901795,5083,2,191,Credit,ATM,115685
901796,5098,5,93,Debit,Cash,182071
901797,5036,4,136,Debit,Salary,18549
901798,5005,10,18,Debit,IMPS,106041
901799,5080,2,117,Debit,IMPS,96100
901800,5031,9,209,Credit,IMPS,135831
901801,5004,3,53,Credit,UPI,24187
901802,5069,3,18,Credit,ATM,107968
901803,5021,2,274,Credit,IMPS,32175
901804,5002,6,325,Credit,ATM,78877
901805,5096,4,73,Credit,Salary,70580
901806,5045,1,110,Debit,Cash,135012
901807,5019,3,241,Credit,Cash,198955
901808,5083,3,9,Credit,Cash,169342
901809,5064,1,153,Debit,IMPS,102718
901810,5010,1,86,Credit,Cash,152012
901811,5063,10,260,Debit,NEFT,107053
901812,5075,7,24,Debit,Salary,11210
901813,5004,9,114,Credit,Card,28826
901814,5042,9,344,Debit,IMPS,16880
901815,5045,7,290,Credit,Card,91335
901816,5092,4,347,Debit,Salary,44620
901817,5075,2,138,Debit,Card,66027
901818,5045,2,121,Debit,NEFT,160150
901819,5008,3,236,Credit,UPI,197609
901820,5023,2,241,Debit,UPI,125952
901821,5051,8,112,Credit,UPI,129400
901822,5033,6,161,Debit,IMPS,60819
901823,5063,6,137,Credit,IMPS,127798
901824,5097,5,265,Credit,UPI,113510
901825,5005,6,308,Credit,UPI,8369
901826,5091,7,315,Credit,ATM,139597
901827,5004,8,12,Debit,Salary,72332
901828,5087,10,111,Credit,Cash,59795
901829,5055,3,340,Debit,UPI,121608
901830,5084,9,348,Debit,Salary,67129
901831,5090,7,21,Debit,Salary,116499
901832,5002,5,123,Credit,IMPS,139834
901833,5075,3,3,Credit,Salary,119928
901834,5014,1,267,Debit,IMPS,76683
901835,5090,9,247,Credit,Card,13152
901836,5078,6,272,Credit,Cash,137980
901837,5023,5,28,Credit,NEFT,148273
901838,5017,6,9,Debit,IMPS,106320
901839,5080,6,278,Credit,NEFT,63208
901840,5044,9,225,Debit,UPI,167085
901841,5041,4,286,Debit,Card,120202
901842,5072,4,353,Debit,Salary,37656
901843,5085,9,308,Credit,IMPS,168640
901844,5010,7,299,Debit,Salary,171853
901845,5077,8,255,Debit,Cash,187655
901846,5029,7,70,Credit,ATM,161333
901847,5040,10,24,Credit,ATM,72141
901848,5001,8,199,Debit,NEFT,154474
901849,5057,3,328,Credit,Card,63017
901850,5052,2,133,Credit,Card,118591
901851,5090,5,233,Credit,NEFT,173283
901852,5080,10,67,Credit,Card,160394
901853,5076,7,146,Credit,Salary,74158
901854,5059,9,256,Credit,NEFT,191001
901855,5020,6,311,Debit,IMPS,15381
901856,5074,7,127,Debit,Salary,32165
901857,5091,1,174,Credit,IMPS,184627
901858,5056,4,299,Debit,Salary,183392
901859,5018,8,205,Debit,Card,45012
901860,5022,1,40,Credit,Cash,198573
901861,5017,9,206,Debit,UPI,2144
901862,5049,7,332,Credit,Cash,11470
901863,5084,7,167,Debit,NEFT,167766
901864,5049,1,228,Debit,IMPS,11442
901865,5018,10,94,Credit,NEFT,7241
901866,5066,4,81,Credit,NEFT,34710
901867,5047,5,129,Credit,Card,105816
901868,5098,9,258,Credit,NEFT,182930
901869,5025,8,158,Debit,NEFT,75435
901870,5071,10,234,Debit,NEFT,15119
901871,5096,5,270,Debit,Card,177572
901872,5067,10,121,Credit,UPI,143205
901873,5053,5,168,Debit,NEFT,123802
901874,5032,8,142,Credit,Salary,129949
901875,5032,6,192,Debit,ATM,39229
901876,5023,10,182,Credit,ATM,129805
901877,5010,2,294,Credit,Salary,9956
901878,5065,4,350,Credit,NEFT,168834
901879,5014,2,265,Debit,Card,12373
901880,5019,3,44,Debit,NEFT,135381
901881,5054,2,284,Debit,IMPS,198078
901882,5026,3,206,Debit,IMPS,112205
901883,5023,1,308,Debit,NEFT,67048
901884,5053,2,214,Credit,UPI,182560
901885,5076,5,37,Debit,NEFT,70665
901886,5045,1,114,Debit,IMPS,125246
901887,5053,9,85,Debit,Salary,92953
901888,5049,5,215,Debit,Card,11166
901889,5074,4,161,Credit,Cash,87917
901890,5028,1,150,Credit,UPI,56030
901891,5093,2,22,Credit,UPI,15451
901892,5058,7,34,Debit,Card,159122
901893,5088,7,286,Credit,NEFT,119778
901894,5003,6,80,Credit,Cash,73817
901895,5056,10,155,Credit,IMPS,188271
901896,5062,8,122,Debit,UPI,150401
901897,5051,4,133,Credit,IMPS,152985
901898,5098,10,110,Credit,Cash,89999
901899,5017,6,276,Debit,Cash,19490
901900,5039,3,268,Credit,Card,67891
901901,5094,1,7,Debit,NEFT,93935
901902,5051,6,334,Credit,IMPS,117218
901903,5039,4,11,Debit,Card,91263
901904,5056,2,105,Credit,Salary,163209
901905,5069,1,198,Credit,Salary,181530
901906,5090,10,219,Credit,Cash,120387
901907,5015,1,268,Debit,Salary,71138
901908,5073,4,38,Debit,Cash,102360
901909,5063,7,108,Debit,UPI,4244
901910,5023,4,74,Credit,UPI,163977
901911,5026,3,143,Debit,NEFT,59713
901912,5097,5,229,Debit,Cash,188537
901913,5067,9,215,Debit,Cash,58496
901914,5048,3,46,Credit,Salary,124470
901915,5073,6,282,Debit,Cash,32217
901916,5016,10,234,Credit,UPI,127583
901917,5074,4,357,Debit,Salary,122168
901918,5050,7,89,Credit,Card,173433
901919,5010,5,305,Debit,NEFT,99980
901920,5089,10,234,Credit,NEFT,1972
901921,5087,1,243,Debit,Cash,135510
901922,5053,9,226,Debit,ATM,112488
901923,5078,7,32,Credit,ATM,84645
901924,5078,3,314,Credit,ATM,49074
901925,5041,5,103,Debit,ATM,46117
901926,5046,6,149,Credit,Salary,67350
901927,5005,2,31,Credit,IMPS,48119
901928,5098,6,23,Debit,ATM,163727
901929,5040,9,52,Credit,ATM,144809
901930,5047,5,322,Credit,Salary,63365
901931,5056,3,306,Debit,UPI,8890
901932,5075,7,44,Credit,Card,31254
901933,5063,1,4,Credit,NEFT,159479
901934,5017,5,348,Debit,Salary,140537
901935,5053,8,45,Debit,ATM,64779
901936,5042,2,214,Credit,ATM,57085
901937,5081,4,299,Debit,IMPS,105515
901938,5057,10,202,Credit,ATM,3041
901939,5004,6,57,Debit,Cash,164964
901940,5099,4,181,Debit,Salary,24297
901941,5029,3,230,Debit,IMPS,38522
901942,5060,2,68,Debit,NEFT,159851
901943,5024,1,168,Credit,IMPS,16227
901944,5028,4,140,Credit,ATM,112508
901945,5054,7,132,Credit,IMPS,125257
901946,5092,7,161,Debit,Salary,194401
901947,5024,1,209,Debit,Cash,185324
901948,5082,6,150,Credit,NEFT,199592
901949,5009,8,188,Debit,UPI,138735
901950,5003,5,102,Debit,Salary,118815
901951,5041,1,171,Debit,Cash,4574
901952,5055,3,248,Debit,Cash,29154
901953,5032,5,235,Credit,Cash,71586
901954,5056,8,112,Credit,Card,112707
901955,5043,1,292,Debit,UPI,30834
901956,5012,5,234,Debit,ATM,54929
901957,5034,10,91,Credit,Salary,54029
901958,5035,2,19,Debit,IMPS,64077
901959,5034,1,316,Credit,IMPS,5530
901960,5057,7,226,Debit,ATM,11593
901961,5016,8,61,Debit,ATM,18523
901962,5034,6,58,Debit,ATM,147088
901963,5032,2,172,Debit,Cash,160842
901964,5006,8,60,Debit,ATM,124510
901965,5031,10,257,Debit,Salary,196394
901966,5059,8,18,Debit,IMPS,160204
901967,5081,8,20,Credit,UPI,80029
901968,5021,10,89,Credit,Card,91580
901969,5063,5,81,Debit,NEFT,34449
901970,5090,2,93,Credit,Salary,198060
901971,5079,3,158,Credit,IMPS,21693
901972,5088,6,13,Credit,Card,163702
901973,5088,6,184,Credit,NEFT,18165
901974,5043,4,360,Debit,IMPS,173440
901975,5019,1,350,Debit,Salary,99384
901976,5017,10,173,Debit,IMPS,172484
901977,5042,8,315,Debit,Card,101221
901978,5064,7,313,Debit,Card,76395
901979,5018,5,159,Credit,Card,24568
901980,5084,6,110,Credit,Cash,137601
